date,week,month,month_name,weekday,is_weekend,price_source,buy_mean_EUR_kWh,buy_max_EUR_kWh,v2g_max_EUR_kWh,A_cost_EUR,A_charge_EUR,C_cost_EUR,C_v2g_rev_EUR,C_charge_EUR,C_deg_EUR,C_v2g_kwh,C_saving_EUR,D_cost_EUR,D_v2g_rev_EUR,D_v2g_kwh,D_saving_EUR
2025-02-04,6,2,Feb,1,0,ML FORECAST 2025-02-04,0.1407175899019931,0.18066571849799726,0.30513110505778623,17.273224791286097,14.00583348693827,14.659655156303225,9.792224809372625,18.936928849823634,5.514951115852215,34.34312941322419,2.6135696349828716,15.169855078456568,8.425516991592858,29.6844821781874,2.1033697128295294
2025-02-05,6,2,Feb,2,0,ML FORECAST 2025-02-05,0.13346921846695928,0.17226114775531579,0.2889207191984414,16.793999278010535,13.526607973662706,14.119188948928851,9.260422846223364,17.864660679300002,5.514951115852215,34.34312941322419,2.6748103290816836,14.42638457146226,8.347701988683179,30.864496531366644,2.3676147065482755
2025-02-06,6,2,Feb,3,0,ML FORECAST 2025-02-06,0.12411624540407523,0.1564642615720941,0.2884642615720941,15.851404362002395,12.584013057654566,13.381605624996958,9.171895993965457,17.038550503110198,5.514951115852215,34.34312941322419,2.469798737005437,13.67693873117702,8.395861055544811,31.56409020253615,2.1744656308253756
2025-02-07,6,2,Feb,4,0,ML FORECAST 2025-02-07,0.1322946824833414,0.16509135969286967,0.29250646279393366,16.55708844192957,13.28969713758174,13.852830356914506,9.498841870843105,17.836721111905394,5.514951115852215,34.34312941322419,2.704258085015063,14.158414669602294,8.60173692465845,31.163669896015882,2.3986737723272746
2025-02-08,6,2,Feb,5,1,ML FORECAST 2025-02-08,0.11027695970965201,0.14237994870042525,0.27437994870042526,15.250452225216442,11.983060920868615,12.447071941213881,8.520113246002069,15.452234071363737,5.514951115852213,34.34312941322419,2.803380284002561,13.032982848750454,7.034592317621236,28.49265092553594,2.2174693764659885
2025-02-09,6,2,Feb,6,1,ML FORECAST 2025-02-09,0.10659515745360919,0.14353409673159834,0.27553409673159834,14.70241541030752,11.435024105959693,12.394340397230684,7.2640192697004995,14.418046695103017,5.240312971828166,30.1466078017649,2.308075013076836,13.140029658546583,4.214944282222509,17.52179640238621,1.562385751760937
2025-02-10,7,2,Feb,0,0,ML FORECAST 2025-02-10,0.12968918817968578,0.16345980780696495,0.29545980780696496,16.235817925174402,12.968426620826575,13.914363274446933,9.391884553451627,17.791296712046346,5.514951115852215,34.34312941322419,2.3214546507274694,14.475737922608342,7.196197919083729,26.14421163364056,1.7600800025660597
2025-02-11,7,2,Feb,1,0,ML FORECAST 2025-02-11,0.13111032323829427,0.16473649949405422,0.28847849757076643,16.526222961409754,13.258831657061926,14.183598517487368,9.224583172947291,17.893230574582446,5.514951115852215,34.34312941322419,2.342624443922386,14.671020038030047,7.278865884273394,27.163304741399095,1.8552029233797072
2025-02-12,7,2,Feb,2,0,ML FORECAST 2025-02-12,0.13033399564516296,0.16077265422820555,0.29277265422820553,16.459120406031015,13.191729101683187,13.711931889810923,9.437531429953882,17.634512203912593,5.514951115852215,34.34312941322419,2.747188516220092,11.877124295993086,9.965161253577039,36.395972427608854,4.581996110037929
2025-02-13,7,2,Feb,3,0,ML FORECAST 2025-02-13,0.13607530849786686,0.17203279310607783,0.2953617346515097,16.909072549036434,13.641681244688606,14.187713894080751,9.571897584645804,18.24466036287434,5.514951115852215,34.34312941322418,2.721358654955683,14.151958115156129,9.029775016145306,32.43759688254445,2.7571144338803055
2025-02-14,7,2,Feb,4,0,ML FORECAST 2025-02-14,0.14209486793731932,0.1807584073893913,0.30343504493056717,17.43222002784704,14.164828723499213,14.735163658545996,9.905393400139406,19.12560594283319,5.514951115852215,34.34312941322419,2.6970563693010448,15.319241424013478,8.864438439058452,31.011018749150246,2.1129786038335627
2025-02-15,7,2,Feb,5,1,ML FORECAST 2025-02-15,0.12935114661976202,0.16090584389030696,0.29290584389030694,16.812919371979913,13.545528067632084,14.23522689895295,9.378010180780054,18.09828596388079,5.514951115852213,34.34312941322419,2.5776924730269624,14.846178255903247,7.277150457314896,26.24862808226152,1.9667411160766655
2025-02-16,7,2,Feb,6,1,ML FORECAST 2025-02-16,0.11508210262251384,0.14708511396016585,0.2790851139601659,15.775748147465691,12.508356843117863,13.098713930866218,7.624763238744614,15.483164197782664,5.240312971828167,30.1466078017649,2.6770342165994734,13.562426205548245,7.46685232014249,29.496299580638507,2.213321941917446
2025-02-17,8,2,Feb,0,0,ML FORECAST 2025-02-17,0.13409165719763932,0.1720903376965701,0.29282209632440503,16.551717207489002,13.284325903141173,14.241379083957135,9.37427810520522,18.100706073310143,5.514951115852215,34.34312941322419,2.310338123531867,14.686064766869098,8.194226044304951,29.974044653373728,1.865652440619904
2025-02-18,8,2,Feb,1,0,ML FORECAST 2025-02-18,0.13819911454889908,0.17377354039027781,0.30528317741731403,17.07605608114612,13.808664776798292,14.593318825636306,9.672954827830825,18.751322537614918,5.514951115852215,34.34312941322419,2.4827372555098144,14.911458381243834,8.788932604052066,31.163669896015886,2.164597699902286
2025-02-19,8,2,Feb,2,0,ML FORECAST 2025-02-19,0.13507073169834374,0.17385894511242128,0.28897513109504,16.965808868651887,13.69841756430406,14.566136241159686,9.261617400655805,18.312802525963278,5.514951115852215,34.34312941322419,2.399672627492201,14.638844687105806,8.798720926132496,32.70369934355678,2.3269641815460815
2025-02-20,8,2,Feb,3,0,ML FORECAST 2025-02-20,0.12566048811602518,0.15424682923241048,0.28564363702725437,16.10255942541563,12.835168121067802,13.361230180358056,9.211949510518643,17.058228575024483,5.514951115852215,34.34312941322419,2.7413292450575746,13.679930330296926,8.346870803379012,31.001982511212326,2.4226290951187046
2025-02-21,8,2,Feb,4,0,ML FORECAST 2025-02-21,0.12502965976814193,0.15705197511361824,0.28500381484607595,15.72157534667922,12.454184042331391,13.328049350197706,9.178771087796004,16.991869322141497,5.514951115852215,34.34312941322419,2.3935259964815145,13.689536415075418,7.265513083191577,27.12814019069204,2.032038931603802
2025-02-22,8,2,Feb,5,1,ML FORECAST 2025-02-22,0.10356863330192519,0.13185868409214316,0.2638586840921432,14.202998460698133,10.935607156350306,11.612862409809871,8.23190999210168,14.329821286059339,5.514951115852213,34.34312941322419,2.590136050888262,11.653029361241316,7.762828086433978,32.43759688254445,2.549969099456817
2025-02-23,8,2,Feb,6,1,ML FORECAST 2025-02-23,0.0907809999214391,0.11987914488226414,0.25187914488226415,13.030669442449934,9.763278138102107,10.367292777171636,6.812855109421092,11.93983491476456,5.240312971828166,30.146607801764898,2.6633766652782978,10.890330303859152,6.582725125271078,29.69180528842949,2.1403391385907824
2025-02-24,9,2,Feb,0,0,ML FORECAST 2025-02-24,0.11151928572239551,0.1489214189068637,0.28092141890686373,14.23259663057916,10.965205326231331,12.172306169156691,8.486013475213532,15.214719953314683,5.4435996910555415,33.25286645200408,2.0602904614224684,12.920222289507556,6.174736639450015,24.62111033760469,1.3123743410716031
2025-02-25,9,2,Feb,1,0,ML FORECAST 2025-02-25,0.11853270217624308,0.15031977386411058,0.2780352876609331,15.260579035105515,11.993187730757688,12.74711196232041,8.793298006493842,16.025458852962036,5.514951115852215,34.34312941322418,2.5134670727851045,13.489118772751045,6.924013015275648,27.102558230877683,1.77146026235447
2025-02-26,9,2,Feb,2,0,ML FORECAST 2025-02-26,0.12238324168225574,0.15649401865770107,0.2884940186577011,15.595147705954876,12.327756401607047,13.081080200903724,9.175002546959579,16.74113163201109,5.514951115852215,34.34312941322419,2.514067505051152,13.50202346766365,7.977260319328812,29.77423357014653,2.0931242382912263
2025-02-27,9,2,Feb,3,0,ML FORECAST 2025-02-27,0.1219022596703901,0.15088390258463044,0.28177595913536174,15.647573007989521,12.380181703641695,13.073671337708587,9.00089279619524,16.559613018051614,5.514951115852215,34.34312941322419,2.573901670280934,13.404440588537353,8.653540613237682,33.0,2.2431324194521682
2025-02-28,9,2,Feb,4,0,ML FORECAST 2025-02-28,0.11873290323122461,0.15058710290334015,0.27661007290069584,15.282424007851567,12.01503270350374,12.803336704702804,8.796762900774858,16.08514848962545,5.514951115852214,34.34312941322418,2.479087303148763,13.03388379166665,8.161287451438856,31.837997473851978,2.2485402161849173
2025-03-01,9,3,Mar,5,1,ML FORECAST 2025-03-01,0.09816483241170437,0.13608068444406862,0.26808068444406863,13.913889034551492,10.646497730203663,10.994589627236815,5.845586870726363,11.89157680690764,4.948599691055539,25.689174944205103,2.9192994073146767,11.515357399190126,4.547178078520321,20.1398916862901,2.3985316353613655
2025-03-02,9,3,Mar,6,1,ML FORECAST 2025-03-02,0.10022568896215163,0.1422045294702239,0.2742045294702239,14.069453578971952,10.802062274624124,11.327634490168954,5.857764121922336,12.236798921035753,4.94859969105554,25.689174944205106,2.7418190888029983,11.759687283606878,4.979057643765207,21.763243064035365,2.3097662953650744
2025-03-03,10,3,Mar,0,0,ML FORECAST 2025-03-03,0.11558014403804377,0.15917568327393639,0.2911756832739364,15.024932109775559,11.75754080542773,12.94536567194686,7.559837799533547,15.264890499652239,5.240312971828168,30.1466078017649,2.0795664378286993,13.408694960236808,6.3781792272656945,25.634309850634416,1.616237149538751
2025-03-04,10,3,Mar,1,0,ML FORECAST 2025-03-04,0.12424483003456112,0.17144838844137292,0.3034483884413729,15.855881847059333,12.588490542711504,13.763882128559885,7.835231559709801,16.358800716441518,5.2403129718281685,30.146607801764898,2.091999718499448,14.324026916786138,5.985228740724831,23.061895308141,1.5318549302731945
2025-03-05,10,3,Mar,2,0,ML FORECAST 2025-03-05,0.128366360868983,0.17023353427167234,0.3022335342716723,16.348715036628086,13.081323732280257,13.997688703971424,7.86972912020423,16.627104852347486,5.240312971828168,30.146607801764898,2.3510263326566623,14.616401756743596,7.754191033914027,30.146607801764894,1.7323132798844902
2025-03-06,10,3,Mar,3,0,ML FORECAST 2025-03-06,0.12030826800131035,0.1548106082041819,0.2868106082041819,15.682015372820416,12.414624068472587,13.081738084172024,7.629767252378859,15.471192364722716,5.240312971828166,30.146607801764898,2.6002772886483925,13.785648026936949,6.805736299336614,26.966953097339875,1.8963673458834673
2025-03-07,10,3,Mar,4,0,ML FORECAST 2025-03-07,0.11641099320867558,0.1571348751019622,0.28913487510196223,15.008809477793552,11.741418173445723,12.72453614760299,7.567698166485812,15.051921342260634,5.240312971828166,30.1466078017649,2.284273330190562,13.147447021992267,7.08724006654437,28.115711308990118,1.8613624558012845
2025-03-08,10,3,Mar,5,1,ML FORECAST 2025-03-08,0.10005142426972968,0.14220763382780077,0.2742076338278008,14.151626868831958,10.884235564484129,11.027041469134526,5.890633207700793,11.96907498577978,4.94859969105554,25.6891749442051,3.124585399697432,11.559443386758435,4.169966749778482,18.17568704124612,2.592183482073523
2025-03-09,10,3,Mar,6,1,ML FORECAST 2025-03-09,0.09929715663532017,0.143325685037982,0.275325685037982,13.963152523687842,10.695761219340016,11.030089362742501,5.854267374286636,11.935757045973599,4.94859969105554,25.689174944205106,2.9330631609453413,11.636621621107032,4.9604675395790885,21.892212021497514,2.32653090258081
2025-03-10,11,3,Mar,0,0,ML FORECAST 2025-03-10,0.11513475324909904,0.15908879625891548,0.2910887962589155,14.883393164076566,11.616001859728739,12.802055483341189,7.558920831960595,15.120663343473616,5.240312971828168,30.1466078017649,2.081337680735377,13.24935700659113,6.997383583127476,28.210405446804753,1.6340361574854363
2025-03-11,11,3,Mar,1,0,ML FORECAST 2025-03-11,0.11839663154541347,0.1591475752154577,0.2911475752154577,15.313747253658743,12.046355949310914,13.01643768747128,7.603809772436888,15.379934488080002,5.240312971828166,30.1466078017649,2.2973095661874634,13.960036424715799,5.316213614599064,21.122473040744147,1.353710828942944
2025-03-12,11,3,Mar,2,0,ML FORECAST 2025-03-12,0.1177543118761308,0.15918441723662283,0.2911844172366228,15.305947114343876,12.03855580999605,12.921347910836012,7.617003339438425,15.298038278446272,5.240312971828166,30.1466078017649,2.3845992035078645,13.591443879849777,6.285139388285529,24.485894942105315,1.7145032344940994
2025-03-13,11,3,Mar,3,0,ML FORECAST 2025-03-13,0.11699870254300654,0.15730343401861754,0.2893034340186176,15.198744339628224,11.931353035280395,12.740653222128843,7.584394942901055,15.08473519320173,5.240312971828166,30.1466078017649,2.4580911174993805,13.149999239037404,7.43028554016888,29.496299580638507,2.0487451005908195
2025-03-14,11,3,Mar,4,0,ML FORECAST 2025-03-14,0.11736691103032303,0.15678266824685702,0.28878266824685705,15.192058348349086,11.924667044001259,13.01771165027934,7.624384713750905,15.401783392202075,5.240312971828168,30.1466078017649,2.174346698069746,13.491905500787748,5.719562599216981,22.615711308990118,1.7001528475613377
2025-03-15,11,3,Mar,5,1,ML FORECAST 2025-03-15,0.09751751941544011,0.13143112373821844,0.2626719603172235,13.97681848693746,10.709427182589632,10.851333604246705,5.667992292507456,11.57072620569862,4.94859969105554,25.689174944205106,3.125484882690756,11.175220719214252,3.765228384341813,17.115711308990118,2.8015977677232087
2025-03-16,11,3,Mar,6,1,ML FORECAST 2025-03-16,0.08542848185126291,0.12030865571281507,0.2523086557128151,12.56302026765525,9.295628963307424,9.41023173627551,5.356630039648696,9.818262084868666,4.94859969105554,25.68917494420511,3.1527885313797412,10.168797672936108,3.9031250001800717,18.935679792597575,2.3942225947191424
2025-03-17,12,3,Mar,0,0,ML FORECAST 2025-03-17,0.09581667546605488,0.1361114108442379,0.2681114108442379,13.016942415936064,9.749551111588236,11.109015781230717,6.41866392250994,12.414080012685117,5.11359969105554,28.210405446804767,1.9079266347053476,11.889353515275475,5.1802357837642905,22.59430861449656,1.127588900660589
2025-03-18,12,3,Mar,1,0,ML FORECAST 2025-03-18,0.11491005466175601,0.15996980956789378,0.29196980956789376,14.797977530935007,11.530586226587179,12.795336430281798,7.599665262627203,15.154688721080834,5.240312971828168,30.1466078017649,2.002641100653209,13.369448548453374,5.944843568553008,23.4793353971869,1.4285289824816338
2025-03-19,12,3,Mar,2,0,ML FORECAST 2025-03-19,0.12346032897455524,0.1589867990233482,0.29098679902334823,15.745520664825609,12.47812936047778,13.437138873053728,7.732292295769023,15.929118196994581,5.2403129718281685,30.1466078017649,2.3083817917718807,13.748371117764886,8.022147963164219,31.41123373035518,1.9971495470607223
2025-03-20,12,3,Mar,3,0,ML FORECAST 2025-03-20,0.12193159413816372,0.1651356688062694,0.2971356688062694,15.636008415199235,12.368617110851407,13.450210306541864,7.771350001159112,15.98124733587281,5.240312971828168,30.1466078017649,2.1857981086573712,13.974365263244106,7.735526786800502,30.731635949404414,1.6616431519551291
2025-03-21,12,3,Mar,4,0,ML FORECAST 2025-03-21,0.12569670941786978,0.16995929334681564,0.30195929334681565,15.864209827231036,12.596818522883208,13.603598393544377,7.975790661039088,16.339076082755298,5.240312971828168,30.1466078017649,2.260611433686659,14.247887944020277,6.261652693422911,23.71674029328449,1.6163218832107589
2025-03-22,12,3,Mar,5,1,ML FORECAST 2025-03-22,0.09757101319158616,0.1301564583405903,0.2621564583405903,13.908425761449426,10.641034457101599,10.736607443294977,6.744512787852377,12.240807259319187,5.240312971828167,30.1466078017649,3.1718183181544486,11.288180064354828,4.532330148311848,20.58136921138024,2.6202456970945978
2025-03-23,12,3,Mar,6,1,ML FORECAST 2025-03-23,0.08182608747691793,0.1124093122741479,0.24426925347589612,12.101216562277603,8.833825257929774,8.932333523666045,3.2351523584052773,7.836754908470946,4.330730973600375,16.248026719659126,3.1688830386115576,9.243905381264565,3.442963327042378,17.115711308990118,2.8573111810130385
2025-03-24,13,3,Mar,0,0,ML FORECAST 2025-03-24,0.10882869032414177,0.1574412941480132,0.28944129414801323,14.15632558966697,10.888934285319142,12.290026413931027,7.36675071216693,14.416464154269788,5.240312971828168,30.146607801764898,1.8662991757359428,12.766307677373842,6.329615530494461,26.08136921138024,1.3900179122931284
2025-03-25,13,3,Mar,1,0,ML FORECAST 2025-03-25,0.11917086926687905,0.16250912036471374,0.2945091203647138,15.470384481219284,12.202993176871455,13.219229601193009,7.6579272892221635,15.636843918587005,5.240312971828166,30.146607801764898,2.2511548800262755,13.622788587567538,7.343127731659318,28.824025732335535,1.8475958936517465
2025-03-26,13,3,Mar,2,0,ML FORECAST 2025-03-26,0.12113686295138455,0.16037535623627097,0.292375356236271,15.684088159634879,12.41669685528705,13.402350275837568,7.661420475730603,15.823457779740007,5.240312971828166,30.1466078017649,2.2817378837973106,13.92694263065086,6.855884558294814,27.27979148829334,1.7571455289840188
2025-03-27,13,3,Mar,3,0,ML FORECAST 2025-03-27,0.11712878039255847,0.16044113566794296,0.29244113566794294,15.24498865761359,11.977597353265763,12.862725601821007,7.557513401164433,15.179926031157274,5.240312971828166,30.1466078017649,2.382263055792583,13.180809734344193,7.077704856539087,28.115711308990118,2.064178923269397
